CUSTOMER_ID,Company,CARD_REG_DATE,GENDER,DOB,Age,STATE_CODE,POST_CODE,NO_OF_TRIPS,TOWN,Spent amount
1000032615,GSK,12/14/2006 0:00:00,Female,7/30/1968,45,SA,5095,3,Greensborough,198.36
1000032616,RELEGARE,12/27/2006 0:00:00,Male,3/11/1988,25,VIC,3152,1,Eltham North,28.09
1000032617,RANBAXY,3/2/2007 0:00,Male,9/11/1982,31,NSW,2745,9,Hurstbridge,852.98
1000032618,CIPLA,3/2/2007 0:00,Female,5/13/1974,39,NSW,2871,6,Diamond Creek,228.55
1000032619,RELEGARE,4/5/2007 0:00,Female,6/1/1988,25,NSW,2871,1,PLENTY,26.35
1000032620,GUARDIAN,4/18/2007 0:00:00,Female,4/14/1984,29,NSW,2795,4,St Albans Park,269.97
1000032621,GENO,5/1/2007 0:00,Male,3/30/1992,21,NSW,2794,15,Briar Hill,271.67
1000032622,CIPLA,5/9/2007 0:00,Female,12/10/1986,26,NSW,2820,10,St Albans Park,327.96
1000032623,RELEGARE,5/18/2007 0:00:00,Female,8/19/1986,27,NSW,2786,4,Greensborough,531.59
1000032624,CIPLA,6/27/2007 0:00:00,Male,6/6/1977,36,NSW,2800,2,Queenscliff,130.64
1000032625,RELEGARE,7/9/2007 0:00,Female,3/12/1988,25,VIC,3055,1,Elsternwick,20.42
1000032626,APPOLO,7/19/2007 0:00:00,Male,10/3/1992,20,VIC,3169,3,OAKLEIGH,204.94
1000032627,RELEGARE,9/10/2007 0:00,Male,7/8/1932,81,ACT,2615,3,WARRNAMBOOL,151.84
1000032628,CIPLA,9/10/2007 0:00,Female,3/1/1974,39,NSW,2148,1,PORT FAIRY,67.69
1000032629,APPOLO,9/10/2007 0:00,Male,4/21/1964,49,VIC,3199,15,clayton south,927.52
1000032630,GUARDIAN,9/10/2007 0:00,Female,8/11/1989,24,QLD,4178,1,chester hill,314.61
1000032631,CIPLA,9/10/2007 0:00,Male,1/27/1952,61,QLD,4301,2,Heatherton,69.57
1000032632,GSK,9/10/2007 0:00,Female,3/14/1932,81,WA,6169,2,Aspendale Gardens,186.95
1000032633,RELEGARE,9/10/2007 0:00,Male,11/18/1966,46,NT,835,3,Hamilton,192.16
1000032634,MED +,9/21/2007 0:00:00,Female,1/14/1988,25,SA,5032,1,WARRNAMBOOL,185.19
1000032635,GUARDIAN,10/10/2007 0:00,Male,3/30/1990,23,SA,5112,6,Warrnambool,595.65
1000032636,GSK,10/16/2007 0:00:00,Female,2/2/1964,49,NT,810,7,KOROIT,268.87
1000032637,RELEGARE,10/26/2007 0:00:00,Female,5/18/1968,45,NT,851,5,Woolsthorpe,1213.35
1000032638,GSK,11/1/2007 0:00,Male,11/9/1988,24,SA,5167,3,Blackburn,336.95
1000032639,RELEGARE,11/15/2007 0:00:00,Male,6/10/1970,43,NT,881,2,WARRNAMBOOL,95.6
1000032640,GUARDIAN,11/21/2007 0:00:00,Male,6/19/1993,20,SA,5110,25,Laang,1139.69
1000032641,GUARDIAN,1/22/2008 0:00:00,Female,6/21/1984,29,SA,5041,5,Clayton,281.34
1000032642,CIPLA,1/31/2008 0:00:00,Male,1/6/1961,52,VIC,3500,6,Clayton South,248.87
1000032643,GENO,1/31/2008 0:00:00,Female,1/2/1976,37,SA,5291,7,Greensborough,357.79
1000032644,GSK,1/31/2008 0:00:00,Male,2/25/1939,74,SA,5251,2,Camden,166.37
1000032645,GENO,1/31/2008 0:00:00,Female,1/24/1980,33,SA,5211,6,Thornbury,297.23
1000032646,DR.REDDYS,1/31/2008 0:00:00,Female,2/28/1977,36,SA,5211,1,reservoir,7.45
1000032647,DR.REDDYS,1/31/2008 0:00:00,Female,11/1/1982,30,SA,5211,7,Clarinda,287.7
1000032648,GUARDIAN,1/31/2008 0:00:00,Female,12/7/1968,44,SA,5341,11,South Yarra,423.1
1000032649,RANBAXY,1/31/2008 0:00:00,Female,9/5/1951,62,SA,5162,14,Clarinda,1197.31
1000032650,RELEGARE,1/31/2008 0:00:00,Male,4/7/1954,59,SA,5411,7,chelsea,315.66
1000032651,CIPLA,1/31/2008 0:00:00,Male,8/24/1972,41,NSW,2480,14,Glen Waverley,607.76
1000032652,RANBAXY,1/31/2008 0:00:00,Female,5/6/1937,76,VIC,3095,4,ENDEAVOUR HILLS,311.02
1000032653,GENO,1/31/2008 0:00:00,Female,7/6/1953,60,SA,5606,1,endeavour hills,31.77
1000032654,GENO,1/31/2008 0:00:00,Female,8/25/1950,63,SA,5085,11,Endeavour Hills,254.62
1000032655,RANBAXY,1/31/2008 0:00:00,Female,2/1/1930,83,SA,5108,5,Endeavour Hills,1221.7
1000032656,GUARDIAN,1/31/2008 0:00:00,Female,9/11/1974,39,SA,5152,5,endeavour hills,567.79
1000032657,RELEGARE,1/31/2008 0:00:00,Male,7/4/1969,44,SA,5606,1,frankston,18.04
1000032658,CIPLA,1/31/2008 0:00:00,Male,2/12/1940,73,SA,5341,1,WEST MEADOWS,2.45
1000032659,RELEGARE,1/31/2008 0:00:00,Female,3/30/1973,40,SA,5023,4,Skye,93.39
1000032660,GUARDIAN,1/31/2008 0:00:00,Male,9/13/1947,66,SA,5163,18,Endeavour Hills,1288.06
1000032661,CIPLA,1/31/2008 0:00:00,Male,10/1/1939,73,SA,5109,4,Rowville,59.77
1000032662,CIPLA,1/31/2008 0:00:00,Male,4/10/1961,52,SA,5725,10,tullamarine,871.79
1000032663,CIPLA,1/31/2008 0:00:00,Female,5/10/1961,52,NT,841,10,Moss Vale,619.29
1000032664,GENO,1/31/2008 0:00:00,Female,6/26/1939,74,WA,6052,2,Rasmussen,63.48
1000032665,RANBAXY,1/31/2008 0:00:00,Male,2/27/1953,60,QLD,4680,2,Ruse,283.8
1000032666,APPOLO,1/31/2008 0:00:00,Female,1/4/1973,40,NT,870,1,Queanbeyan,96.83
1000032667,DR.REDDYS,1/31/2008 0:00:00,Female,12/19/1980,32,NT,801,5,Charlestown,561.65
1000032668,CIPLA,1/31/2008 0:00:00,Female,12/4/1980,32,NSW,2480,20,Charlestown,781.04
1000032669,RELEGARE,1/31/2008 0:00:00,Female,4/7/1959,54,WA,6530,6,Adamstown Heights,382.28
1000032670,GSK,1/31/2008 0:00:00,Female,6/25/1981,32,WA,6167,14,Morisset,472.91
1000032671,GENO,1/31/2008 0:00:00,Female,4/12/1979,34,SA,5125,3,Mount Hutton,25.9
1000032672,CIPLA,1/31/2008 0:00:00,Female,4/15/1976,37,SA,5159,6,Campbelltown,410.51
1000032673,APPOLO,1/31/2008 0:00:00,Male,11/12/1979,33,WA,6061,4,Nowra,55.9
1000032674,RANBAXY,1/31/2008 0:00:00,Female,4/22/1970,43,WA,6061,2,kirwan,46.07
1000032675,RELEGARE,1/31/2008 0:00:00,Female,12/10/1958,54,WA,6050,1,kirwan,163.07
1000032676,DR.REDDYS,1/31/2008 0:00:00,Female,3/21/1957,56,WA,6050,14,Prospect,804.81
1000032677,MED +,1/31/2008 0:00:00,Female,12/25/1947,65,WA,6066,8,Gracemere,112.84
1000032679,RANBAXY,2/12/2008 0:00,Female,3/13/1963,50,WA,6167,3,yass,211.14
1000032680,GENO,2/12/2008 0:00,Female,6/11/1983,30,WA,6530,19,west end,1520.02
1000032681,APPOLO,2/12/2008 0:00,Female,8/7/1975,38,WA,6531,13,BLACKTOWN,424.53
1000032683,DR.REDDYS,2/12/2008 0:00,Male,12/25/1951,61,WA,6058,7,Alice River,1198.6
1000032688,DR.REDDYS,2/12/2008 0:00,Female,4/1/1966,47,WA,6054,12,PICTON,648.88
1000032692,GUARDIAN,2/12/2008 0:00,Male,4/3/1986,27,WA,6054,13,MONASH,1260.33
1000032694,DR.REDDYS,2/12/2008 0:00,Female,3/5/1978,35,WA,6169,5,Earlville,157.38
1000032695,GSK,2/12/2008 0:00,Female,7/28/1975,38,WA,6530,4,Blacktown,27.02
1000032700,CIPLA,2/12/2008 0:00,Female,8/27/1965,48,WA,6530,7,EBENEZER,116.46
1000032706,MED +,2/12/2008 0:00,Male,9/7/1949,64,WA,6065,2,Glenwood,182.36
1000032708,GSK,2/12/2008 0:00,Female,2/15/1949,64,WA,6163,15,Tumut,1640.14
1000032713,CIPLA,2/12/2008 0:00,Female,4/9/1955,58,WA,6280,1,Bonython,30.49
1000032714,MED +,2/12/2008 0:00,Female,9/25/1967,46,WA,6076,1,East Gosford,1.1
1000032716,GUARDIAN,2/12/2008 0:00,Female,7/15/1983,30,WA,6030,11,Mt. Waverley,511.2
1000032720,RELEGARE,2/12/2008 0:00,Male,12/9/1976,36,WA,6026,8,Wamberal,776.18
1000032724,DR.REDDYS,2/12/2008 0:00,Female,5/20/1982,31,WA,6164,13,wileypark,613.73
1000032725,RANBAXY,2/12/2008 0:00,Female,6/14/1976,37,WA,6029,13,Epping,486.79
1000032727,RELEGARE,2/12/2008 0:00,Female,11/3/1959,53,WA,6430,5,Maroubra,1373.03
1000032728,CIPLA,2/12/2008 0:00,Male,12/13/1949,63,WA,6006,1,Fyshwick,36.99
1000032730,MED +,2/12/2008 0:00,Female,5/30/1957,56,WA,6000,8,KAMBAH,460.08
1000032736,GENO,2/12/2008 0:00,Female,1/6/1971,42,WA,6947,9,WANIASSA,441.58
1000032737,RELEGARE,2/12/2008 0:00,Female,5/12/1980,33,WA,6941,15,Tuggeranong,765.44
1000032739,GSK,2/12/2008 0:00,Female,12/1/1976,36,WA,6020,8,Port Macquarie,109.77
1000032749,RELEGARE,2/12/2008 0:00,Female,4/23/1984,29,NSW,2153,1,Sutherland,197
1000032755,APPOLO,2/12/2008 0:00,Female,12/27/1972,40,NSW,2767,12,Kambah,1187.6
1000032756,RANBAXY,2/12/2008 0:00,Male,2/7/1947,66,NSW,2176,14,Rydalmere,214.68
1000032757,RANBAXY,2/12/2008 0:00,Male,4/29/1951,62,NSW,2071,7,Buderim,42.35
1000032758,APPOLO,2/12/2008 0:00,Female,8/22/1977,36,SA,5126,2,Isabella Plains,20.25
1000032759,DR.REDDYS,2/12/2008 0:00,Female,11/1/1954,58,SA,5110,3,Maryborough,148.75
1000032760,GUARDIAN,2/12/2008 0:00,Female,6/4/1953,60,SA,5351,15,Kambah,1086.29
1000032761,RANBAXY,2/12/2008 0:00,Male,11/28/1982,30,SA,5725,1,Eden,103.85
1000032762,RELEGARE,2/12/2008 0:00,Male,9/2/1946,67,SA,5095,7,GOWIE,749.59
1000032763,GSK,2/12/2008 0:00,Female,1/14/1987,26,QLD,4573,4,Monash,150.84
1000032764,APPOLO,2/12/2008 0:00,Female,7/20/1989,24,SA,5261,3,Maleny,262.69
1000032766,DR.REDDYS,2/12/2008 0:00,Female,11/16/1968,44,SA,5290,2,Bridgeman Downs,101.1
1000032767,RELEGARE,2/12/2008 0:00,Female,1/27/1955,58,WA,6063,7,Albany Creek,708.39
1000032768,APPOLO,2/12/2008 0:00,Male,8/4/1956,57,SA,5161,8,Bridgeman Downs,999.78
1000032770,DR.REDDYS,2/12/2008 0:00,Male,11/17/1977,35,SA,5680,14,MURRUMBA DOWNS,1763.22
1000032771,CIPLA,2/12/2008 0:00,Male,8/7/1977,36,VIC,3031,14,Albany Creek,698.63
1000032772,GENO,2/12/2008 0:00,Female,7/19/1946,67,SA,5035,10,Calwell,260.73
1000032773,APPOLO,2/12/2008 0:00,Female,4/4/1972,41,VIC,3355,10,coleambally,500.21
1000032775,GUARDIAN,2/12/2008 0:00,Male,6/24/1963,50,SA,5290,1,Wagga Wagga,34.2
1000032776,GSK,2/12/2008 0:00,Male,7/3/1949,64,SA,5112,8,Theodore,1192.01
1000032778,APPOLO,2/12/2008 0:00,Male,2/25/1971,42,WA,6163,9,Griffith,1026.91
1000032779,APPOLO,2/12/2008 0:00,Female,9/20/1959,54,WA,6158,7,ingleburn,1559.57
1000032780,GSK,2/12/2008 0:00,Female,8/3/1960,53,WA,6225,5,GRIFFITH,738.77
1000032782,RANBAXY,2/12/2008 0:00,Male,12/1/1975,37,WA,6147,7,Ingleburn,179
1000032784,CIPLA,2/12/2008 0:00,Female,8/6/1938,75,WA,6155,16,Tahmoor,1294.35
1000032786,GUARDIAN,2/12/2008 0:00,Female,11/10/1951,61,WA,6156,2,Canberra BC,21
1000032788,RANBAXY,2/12/2008 0:00,Female,6/19/1958,55,VIC,3500,7,Heckenberg,381.85
1000032789,RELEGARE,2/12/2008 0:00,Female,8/31/1967,46,WA,6233,1,Sadleir,24.6
1000032793,RANBAXY,2/12/2008 0:00,Male,4/18/1973,40,WA,6020,33,Wagga Wagga,685.41
1000032797,MED +,2/12/2008 0:00,Female,8/19/1933,80,WA,6701,4,richardson,415.5
1000032800,RANBAXY,2/12/2008 0:00,Female,3/30/1951,62,WA,6253,7,Ballarat,634.48
1000032803,GSK,2/12/2008 0:00,Male,6/27/1954,59,WA,6149,4,Katandra West,247.68
1000032804,DR.REDDYS,2/12/2008 0:00,Male,2/11/1959,54,WA,6163,20,Ballan,550.57
1000032807,GENO,2/12/2008 0:00,Female,10/8/1972,40,WA,6149,4,Rowville,422.6
1000032809,CIPLA,2/12/2008 0:00,Female,9/13/1957,56,WA,6149,12,narre warren,1007.62
1000032810,GUARDIAN,2/12/2008 0:00,Female,2/27/1983,30,WA,6163,6,keysbrough,287.45
1000032811,MED +,2/12/2008 0:00,Female,8/10/1980,33,WA,6150,3,upperferntreegully,286.45
1000032815,GUARDIAN,2/12/2008 0:00,Male,8/14/1944,69,WA,6069,2,Cooma,108.73
1000032819,GUARDIAN,2/12/2008 0:00,Male,11/8/1986,26,WA,6025,7,Toormina,150.28
1000032821,MED +,2/12/2008 0:00,Female,9/30/1957,55,QLD,4702,15,Dundas,993.88
1000032825,CIPLA,2/12/2008 0:00,Male,2/9/1979,34,WA,6155,5,rooty hill,215.23
1000032827,GENO,2/12/2008 0:00,Male,2/21/1983,30,WA,6157,14,Oatlands,617.92
1000032830,DR.REDDYS,2/28/2008 0:00:00,Female,10/24/1990,22,WA,6108,2,Cessnock,302.96
1000032831,GUARDIAN,2/29/2008 0:00:00,Female,12/10/1984,28,WA,6164,1,Woongarrah,3.99
1000032832,MED +,3/5/2008 0:00,Female,11/19/1969,43,WA,6110,20,Airds,418.07
1000032833,RELEGARE,3/5/2008 0:00,Female,1/9/1970,43,WA,6112,2,Cessnock,293
1000032834,GUARDIAN,3/5/2008 0:00,Male,10/10/1978,34,WA,6110,6,Cobbitty,794.67
1000032835,DR.REDDYS,3/5/2008 0:00,Female,2/1/1938,75,WA,6061,2,Narellan,194.33
1000032836,DR.REDDYS,3/5/2008 0:00,Female,10/12/1948,64,WA,6055,5,Woodcroft,295.45
1000032837,GSK,3/5/2008 0:00,Female,2/15/1947,66,WA,6111,23,condell park,1218.45
1000032838,GENO,3/5/2008 0:00,Male,11/9/1950,62,WA,6280,7,NARELLAN,580.2
1000032839,GENO,3/5/2008 0:00,Female,12/4/1960,52,WA,6149,6,rosemeadow,302.57
1000032840,MED +,3/5/2008 0:00,Male,3/16/1977,36,WA,6157,8,KITCHENER,793.32
1000032841,CIPLA,3/5/2008 0:00,Female,6/22/1958,55,WA,6155,6,Ambarvale,637.81
1000032842,CIPLA,3/5/2008 0:00,Female,12/27/1983,29,WA,6722,15,Cessnock,575.55
1000032843,GENO,3/5/2008 0:00,Female,10/14/1933,79,QLD,4300,2,wheelers hill,515.06
1000032844,GUARDIAN,3/5/2008 0:00,Male,10/10/1932,80,SA,5169,10,Chisholm,1005.56
1000032845,GSK,3/5/2008 0:00,Male,4/29/1985,28,SA,5158,6,Calwell,446.93
1000032846,GENO,3/5/2008 0:00,Female,7/27/1934,79,SA,5163,1,Wandong,275.99
1000032847,APPOLO,3/5/2008 0:00,Female,7/16/1937,76,WA,6163,11,Wheelers Hill,610.42
1000032848,DR.REDDYS,3/5/2008 0:00,Male,3/24/1954,59,WA,6173,4,Kew,405.42
1000032849,RANBAXY,3/5/2008 0:00,Female,7/6/1970,43,WA,6169,2,Banks,137.55
1000032850,GSK,3/5/2008 0:00,Female,11/30/1960,52,WA,6027,6,Gordon,281.77
1000032851,APPOLO,3/5/2008 0:00,Female,10/26/1977,35,WA,6025,5,preston,548.08
1000032852,RANBAXY,3/5/2008 0:00,Male,8/26/1957,56,WA,6057,1,Balwyn,19.45
1000032853,DR.REDDYS,3/5/2008 0:00,Male,4/22/1948,65,WA,6172,4,GORDON,173.31
1000032854,MED +,3/5/2008 0:00,Female,10/15/1971,41,WA,6230,7,DRUMMOYNE,227.45
1000032855,RANBAXY,3/5/2008 0:00,Male,12/28/1950,62,WA,6230,8,Conder,311.64
1000032856,GENO,3/5/2008 0:00,Female,7/30/1947,66,WA,6027,10,Langwarrin,768.29
1000032857,GENO,3/5/2008 0:00,Female,11/30/1960,52,WA,6104,4,Keysborough,399.27
1000032858,GENO,3/5/2008 0:00,Female,4/30/1960,53,SA,5097,2,CLAYTON SOUTH,114.61
1000032859,RANBAXY,3/5/2008 0:00,Male,9/13/1990,23,SA,5153,7,Conder,732.89
1000032860,DR.REDDYS,3/5/2008 0:00,Female,4/21/1971,42,SA,5073,2,Fraser,370.84
1000032861,GENO,3/5/2008 0:00,Female,7/7/1956,57,SA,5108,12,merimbula,1013.35
1000032862,GENO,3/5/2008 0:00,Male,9/26/1950,62,SA,5214,5,Ngunnawal,366.27
1000032863,CIPLA,3/5/2008 0:00,Female,4/6/1988,25,SA,5255,2,MILLINGANDI,590.38
1000032864,GENO,3/5/2008 0:00,Male,5/9/1958,55,SA,5070,9,Merimbula,1008.55
1000032865,GSK,3/5/2008 0:00,Male,6/23/1970,43,SA,5107,2,GUNGAHLIN,145.34
1000032866,MED +,3/5/2008 0:00,Female,4/21/1931,82,SA,5163,1,merimbula,77.68
1000032867,RELEGARE,3/5/2008 0:00,Male,5/11/1966,47,SA,5333,2,delegate,133.97
1000032868,GENO,3/5/2008 0:00,Female,11/12/1952,60,WA,6027,6,Ngunnawal,202.52
1000032869,MED +,3/5/2008 0:00,Male,10/27/1954,58,SA,5161,9,raymond terrace,836.09
1000032870,GSK,3/5/2008 0:00,Female,1/20/1968,45,SA,5023,1,raymond terrace,296.66
1000032871,APPOLO,3/5/2008 0:00,Female,5/29/1963,50,WA,6107,22,Pambula,825.02
1000032872,MED +,3/5/2008 0:00,Female,4/14/1965,48,WA,6066,6,NGUNNAWAL,110.92
1000032873,DR.REDDYS,3/5/2008 0:00,Male,7/6/1946,67,WA,6148,4,Albion Park,436.44
1000032874,CIPLA,3/5/2008 0:00,Male,12/10/1988,24,WA,6149,3,Batehaven,183.18
1000032875,RELEGARE,3/5/2008 0:00,Female,2/22/1959,54,WA,6066,3,Kiama,190.46
1000032876,GSK,3/5/2008 0:00,Male,5/28/1945,68,WA,6028,11,Albion Park,251.27
1000032877,RELEGARE,3/5/2008 0:00,Female,7/29/1939,74,WA,6030,3,Kiama Downs,148.47
1000032878,RANBAXY,3/5/2008 0:00,Male,9/13/1956,57,SA,5069,38,Kiama Downs,1712.15
1000032879,GSK,3/5/2008 0:00,Female,4/18/1987,26,SA,5112,4,Albion Park,237.3
1000032880,APPOLO,3/5/2008 0:00,Female,5/8/1956,57,VIC,3342,10,young,283.28
1000032881,RANBAXY,3/5/2008 0:00,Female,10/25/1965,47,SA,5000,6,albion park,211.69
1000032882,GENO,3/5/2008 0:00,Female,12/23/1954,58,SA,5341,1,albion park rail,49.48
1000032883,CIPLA,3/5/2008 0:00,Female,9/8/1971,42,VIC,3912,8,Kiama,1204.77
1000032884,CIPLA,3/5/2008 0:00,Female,5/10/1955,58,SA,5127,5,kiama downs,65.74
1000032885,DR.REDDYS,3/5/2008 0:00,Male,8/9/1967,46,SA,5011,6,Albion Park,580.1
1000032886,CIPLA,3/5/2008 0:00,Female,5/24/1957,56,SA,5085,7,amaroo,358.17
1000032887,GUARDIAN,3/5/2008 0:00,Male,7/1/1950,63,WA,6155,5,Frenchs Forest,448.2
1000032888,RANBAXY,3/5/2008 0:00,Male,3/30/1943,70,WA,6155,1,belrose,20
1000032889,MED +,3/5/2008 0:00,Female,1/26/1957,56,WA,6330,1,Albion Park,35.75
1000032890,MED +,3/5/2008 0:00,Female,1/20/1942,71,WA,6027,6,albion park,815.12
1000032891,RANBAXY,3/5/2008 0:00,Female,3/1/1946,67,WA,6147,9,ALBION PARK,549.41
1000032892,GUARDIAN,3/5/2008 0:00,Male,2/26/1939,74,WA,6007,1,Albion park,7.67
1000032893,MED +,3/5/2008 0:00,Female,4/19/1957,56,SA,5343,15,Albion Park,602.22
